date,terminal_id,terminal_name,region,inbound_train_count,inbound_car_count,cars_on_hand,yard_occupancy_pct,crew_starts_available,locomotive_availability_pct,is_weekend,month,target_dwell_hours
2023-03-24,T01,Barstow,West,9,195,90,10.0,18,86.6,0,3,16.2
2023-03-24,T02,Alliance,Midwest,10,214,110,10.0,20,88.5,0,3,17.2
2023-03-24,T03,Galesburg,Midwest,12,289,95,12.7,15,85.0,0,3,25.9
2023-03-24,T04,Memphis,South,20,527,931,98.0,17,79.4,0,3,21.5
2023-03-24,T05,Kansas City,Midwest,10,198,1162,96.8,28,83.8,0,3,27.0
2023-03-24,T06,Stockton,West,7,183,55,10.0,9,86.5,0,3,13.8
2023-03-24,T07,Amarillo,South,6,136,60,10.0,11,90.4,0,3,18.2
2023-03-24,T08,Havre,North,3,78,40,10.0,14,83.5,0,3,14.2
2023-03-25,T01,Barstow,West,10,205,90,10.0,17,91.3,1,3,27.3
2023-03-25,T02,Alliance,Midwest,10,205,110,10.0,17,94.4,1,3,16.5
2023-03-25,T03,Galesburg,Midwest,15,362,119,15.9,11,84.5,1,3,23.4
2023-03-25,T04,Memphis,South,14,339,805,84.7,21,89.6,1,3,20.5
2023-03-25,T05,Kansas City,Midwest,13,268,1176,98.0,23,84.2,1,3,17.3
2023-03-25,T06,Stockton,West,6,103,55,10.0,9,83.9,1,3,15.9
2023-03-25,T07,Amarillo,South,6,128,60,10.0,7,87.1,1,3,19.0
2023-03-25,T08,Havre,North,4,93,40,10.0,5,87.0,1,3,19.2
2023-03-26,T01,Barstow,West,14,454,288,32.0,12,88.8,1,3,17.9
2023-03-26,T02,Alliance,Midwest,7,155,110,10.0,16,90.9,1,3,19.2
2023-03-26,T03,Galesburg,Midwest,11,243,75,10.0,12,85.6,1,3,15.6
2023-03-26,T04,Memphis,South,8,201,712,74.9,13,91.6,1,3,18.4
2023-03-26,T05,Kansas City,Midwest,10,238,1176,98.0,20,84.2,1,3,22.5
2023-03-26,T06,Stockton,West,6,136,56,10.2,6,90.8,1,3,11.0
2023-03-26,T07,Amarillo,South,8,165,60,10.0,8,86.3,1,3,13.7
2023-03-26,T08,Havre,North,1,22,40,10.0,4,88.3,1,3,11.2
2023-03-27,T01,Barstow,West,8,169,90,10.0,18,85.5,0,3,16.4
2023-03-27,T02,Alliance,Midwest,11,313,181,16.5,20,91.3,0,3,13.5
2023-03-27,T03,Galesburg,Midwest,6,136,75,10.0,16,88.7,0,3,16.5
2023-03-27,T04,Memphis,South,17,408,931,98.0,31,85.4,0,3,20.5
2023-03-27,T05,Kansas City,Midwest,16,294,1176,98.0,22,87.6,0,3,18.7
2023-03-27,T06,Stockton,West,4,86,55,10.0,14,81.3,0,3,15.4
2023-03-27,T07,Amarillo,South,7,159,60,10.0,11,87.7,0,3,14.8
2023-03-27,T08,Havre,North,4,96,94,23.5,11,89.1,0,3,13.9
2023-03-28,T01,Barstow,West,6,142,90,10.0,24,84.4,0,3,15.1
2023-03-28,T02,Alliance,Midwest,14,317,110,10.0,30,90.9,0,3,19.1
2023-03-28,T03,Galesburg,Midwest,7,142,75,10.0,22,88.4,0,3,22.2
2023-03-28,T04,Memphis,South,10,245,831,87.5,23,86.1,0,3,28.5
2023-03-28,T05,Kansas City,Midwest,14,289,1176,98.0,29,86.9,0,3,19.4
2023-03-28,T06,Stockton,West,5,126,55,10.0,12,85.0,0,3,11.4
2023-03-28,T07,Amarillo,South,10,272,124,20.7,15,84.1,0,3,10.1
2023-03-28,T08,Havre,North,5,73,44,11.0,4,89.5,0,3,18.8
2023-03-29,T01,Barstow,West,5,94,90,10.0,13,89.7,0,3,24.7
2023-03-29,T02,Alliance,Midwest,20,388,110,10.0,19,75.9,0,3,15.8
2023-03-29,T03,Galesburg,Midwest,6,106,75,10.0,15,90.3,0,3,24.0
2023-03-29,T04,Memphis,South,15,405,931,98.0,17,85.5,0,3,18.6
2023-03-29,T05,Kansas City,Midwest,14,239,1176,98.0,24,90.0,0,3,23.8
2023-03-29,T06,Stockton,West,4,87,55,10.0,16,90.8,0,3,10.3
2023-03-29,T07,Amarillo,South,5,98,60,10.0,19,92.4,0,3,12.3
2023-03-29,T08,Havre,North,10,237,167,41.8,11,94.8,0,3,9.8
2023-03-30,T01,Barstow,West,15,355,296,32.9,13,90.4,0,3,24.1
2023-03-30,T02,Alliance,Midwest,10,256,110,10.0,21,88.3,0,3,14.9
2023-03-30,T03,Galesburg,Midwest,12,280,189,25.2,12,84.5,0,3,22.5
2023-03-30,T04,Memphis,South,11,238,789,83.1,30,89.4,0,3,22.1
2023-03-30,T05,Kansas City,Midwest,17,457,1176,98.0,25,80.7,0,3,22.2
2023-03-30,T06,Stockton,West,3,72,55,10.0,16,87.2,0,3,10.6
2023-03-30,T07,Amarillo,South,8,191,112,18.7,21,83.3,0,3,17.3
2023-03-30,T08,Havre,North,3,88,40,10.0,12,87.5,0,3,12.1
2023-03-31,T01,Barstow,West,14,287,182,20.2,15,81.5,0,3,21.4
2023-03-31,T02,Alliance,Midwest,12,257,110,10.0,22,84.3,0,3,19.3
2023-03-31,T03,Galesburg,Midwest,12,257,131,17.5,14,88.7,0,3,21.4
2023-03-31,T04,Memphis,South,14,343,906,95.4,16,78.3,0,3,19.3
2023-03-31,T05,Kansas City,Midwest,13,299,1093,91.1,12,87.4,0,3,21.6
2023-03-31,T06,Stockton,West,5,100,55,10.0,17,89.1,0,3,14.0
2023-03-31,T07,Amarillo,South,9,223,120,20.0,13,80.4,0,3,18.4
2023-03-31,T08,Havre,North,4,88,40,10.0,9,92.2,0,3,9.6
2023-04-01,T01,Barstow,West,11,242,95,10.6,15,85.5,1,4,23.4
2023-04-01,T02,Alliance,Midwest,12,285,110,10.0,15,85.0,1,4,16.3
2023-04-01,T03,Galesburg,Midwest,8,215,75,10.0,9,84.2,1,4,17.6
2023-04-01,T04,Memphis,South,10,207,812,85.5,21,90.8,1,4,20.1
2023-04-01,T05,Kansas City,Midwest,12,283,1133,94.4,15,86.6,1,4,22.3
2023-04-01,T06,Stockton,West,3,76,55,10.0,8,88.9,1,4,16.5
2023-04-01,T07,Amarillo,South,9,213,60,10.0,12,87.2,1,4,15.0
2023-04-01,T08,Havre,North,2,45,40,10.0,13,93.3,1,4,22.1
2023-04-02,T01,Barstow,West,12,318,106,11.8,15,89.9,1,4,20.0
2023-04-02,T02,Alliance,Midwest,16,337,110,10.0,19,93.7,1,4,19.1
2023-04-02,T03,Galesburg,Midwest,7,120,75,10.0,15,92.5,1,4,35.9
2023-04-02,T04,Memphis,South,9,223,871,91.7,18,88.9,1,4,21.4
2023-04-02,T05,Kansas City,Midwest,18,349,1176,98.0,21,88.7,1,4,28.7
2023-04-02,T06,Stockton,West,15,287,246,44.7,17,81.8,1,4,13.3
2023-04-02,T07,Amarillo,South,4,100,60,10.0,6,94.8,1,4,12.6
2023-04-02,T08,Havre,North,11,228,189,47.2,5,88.2,1,4,11.8
2023-04-03,T01,Barstow,West,12,297,90,10.0,17,88.0,0,4,17.6
2023-04-03,T02,Alliance,Midwest,15,400,110,10.0,24,85.8,0,4,13.5
2023-04-03,T03,Galesburg,Midwest,13,319,212,28.3,15,90.2,0,4,23.3
2023-04-03,T04,Memphis,South,17,405,931,98.0,24,87.9,0,4,20.5
2023-04-03,T05,Kansas City,Midwest,17,445,1176,98.0,16,88.1,0,4,28.4
2023-04-03,T06,Stockton,West,7,176,114,20.7,14,79.8,0,4,11.5
2023-04-03,T07,Amarillo,South,7,154,66,11.0,15,86.6,0,4,13.6
2023-04-03,T08,Havre,North,4,75,40,10.0,9,89.3,0,4,12.8
2023-04-04,T01,Barstow,West,13,326,90,10.0,16,93.2,0,4,13.8
2023-04-04,T02,Alliance,Midwest,15,316,110,10.0,27,95.6,0,4,24.5
2023-04-04,T03,Galesburg,Midwest,11,330,190,25.3,16,87.2,0,4,28.6
2023-04-04,T04,Memphis,South,15,318,891,93.8,25,87.3,0,4,25.5
2023-04-04,T05,Kansas City,Midwest,17,462,1176,98.0,18,87.5,0,4,25.4
2023-04-04,T06,Stockton,West,7,159,88,16.0,15,91.2,0,4,14.6
2023-04-04,T07,Amarillo,South,8,190,60,10.0,15,87.1,0,4,19.2
2023-04-04,T08,Havre,North,7,141,80,20.0,10,97.9,0,4,24.1
2023-04-05,T01,Barstow,West,7,126,90,10.0,27,84.0,0,4,27.1
2023-04-05,T02,Alliance,Midwest,19,514,221,20.1,19,80.6,0,4,17.3
2023-04-05,T03,Galesburg,Midwest,8,185,75,10.0,10,86.3,0,4,22.1
2023-04-05,T04,Memphis,South,14,327,931,98.0,19,82.2,0,4,29.0
2023-04-05,T05,Kansas City,Midwest,12,274,1053,87.8,23,84.6,0,4,20.1
2023-04-05,T06,Stockton,West,8,123,55,10.0,11,88.2,0,4,16.8
2023-04-05,T07,Amarillo,South,8,181,60,10.0,9,87.1,0,4,16.8
2023-04-05,T08,Havre,North,14,341,262,65.5,8,79.7,0,4,16.0
2023-04-06,T01,Barstow,West,14,404,307,34.1,12,96.1,0,4,15.0
2023-04-06,T02,Alliance,Midwest,10,197,110,10.0,19,84.8,0,4,18.4
2023-04-06,T03,Galesburg,Midwest,14,331,172,22.9,15,88.4,0,4,19.7
2023-04-06,T04,Memphis,South,20,427,931,98.0,19,82.3,0,4,25.5
2023-04-06,T05,Kansas City,Midwest,17,361,1176,98.0,26,87.9,0,4,26.6
2023-04-06,T06,Stockton,West,7,159,55,10.0,6,89.7,0,4,15.6
2023-04-06,T07,Amarillo,South,12,220,60,10.0,14,97.7,0,4,13.8
2023-04-06,T08,Havre,North,8,187,106,26.5,10,88.6,0,4,8.1
2023-04-07,T01,Barstow,West,6,119,90,10.0,19,83.6,0,4,24.5
2023-04-07,T02,Alliance,Midwest,15,330,155,14.1,14,91.0,0,4,18.4
2023-04-07,T03,Galesburg,Midwest,7,174,75,10.0,12,85.4,0,4,24.1
2023-04-07,T04,Memphis,South,15,329,892,93.9,21,93.8,0,4,19.8
2023-04-07,T05,Kansas City,Midwest,22,535,1176,98.0,21,84.2,0,4,21.9
2023-04-07,T06,Stockton,West,3,73,55,10.0,6,89.5,0,4,14.9
2023-04-07,T07,Amarillo,South,7,134,60,10.0,10,92.7,0,4,21.9
2023-04-07,T08,Havre,North,3,57,40,10.0,16,92.6,0,4,13.8
2023-04-08,T01,Barstow,West,11,307,200,22.2,11,79.6,1,4,24.4
2023-04-08,T02,Alliance,Midwest,8,216,110,10.0,16,87.6,1,4,16.8
2023-04-08,T03,Galesburg,Midwest,12,302,139,18.5,12,87.7,1,4,22.1
2023-04-08,T04,Memphis,South,12,290,900,94.7,23,85.5,1,4,19.2
2023-04-08,T05,Kansas City,Midwest,14,348,1060,88.3,20,93.2,1,4,22.5
2023-04-08,T06,Stockton,West,5,94,55,10.0,9,89.1,1,4,12.4
2023-04-08,T07,Amarillo,South,9,228,97,16.2,6,85.2,1,4,15.0
2023-04-08,T08,Havre,North,3,59,40,10.0,4,83.1,1,4,13.0
2023-04-09,T01,Barstow,West,13,343,163,18.1,11,87.1,1,4,16.6
2023-04-09,T02,Alliance,Midwest,8,187,110,10.0,16,90.5,1,4,20.1
2023-04-09,T03,Galesburg,Midwest,9,202,75,10.0,8,88.1,1,4,17.2
2023-04-09,T04,Memphis,South,6,143,817,86.0,18,92.8,1,4,13.7
2023-04-09,T05,Kansas City,Midwest,12,303,1074,89.5,20,88.8,1,4,25.5
2023-04-09,T06,Stockton,West,4,80,55,10.0,17,90.3,1,4,14.1
2023-04-09,T07,Amarillo,South,11,229,60,10.0,15,86.7,1,4,15.0
2023-04-09,T08,Havre,North,4,79,40,10.0,7,83.5,1,4,20.4
2023-04-10,T01,Barstow,West,9,226,90,10.0,17,84.0,0,4,19.2
2023-04-10,T02,Alliance,Midwest,11,326,171,15.5,22,87.5,0,4,14.7
2023-04-10,T03,Galesburg,Midwest,8,165,75,10.0,21,99.0,0,4,25.8
2023-04-10,T04,Memphis,South,8,139,863,90.8,31,85.3,0,4,20.6
2023-04-10,T05,Kansas City,Midwest,18,444,1176,98.0,23,87.4,0,4,19.8
2023-04-10,T06,Stockton,West,4,91,55,10.0,10,88.7,0,4,18.0
2023-04-10,T07,Amarillo,South,10,212,60,10.0,12,84.7,0,4,18.5
2023-04-10,T08,Havre,North,11,244,162,40.5,6,90.3,0,4,10.9
2023-04-11,T01,Barstow,West,8,166,90,10.0,18,89.1,0,4,17.2
2023-04-11,T02,Alliance,Midwest,12,265,110,10.0,29,87.9,0,4,18.6
2023-04-11,T03,Galesburg,Midwest,11,282,134,17.9,11,82.8,0,4,17.2
2023-04-11,T04,Memphis,South,13,314,931,98.0,22,87.8,0,4,21.9
2023-04-11,T05,Kansas City,Midwest,13,332,1129,94.1,24,82.9,0,4,23.6
2023-04-11,T06,Stockton,West,10,210,135,24.5,11,86.1,0,4,17.2
2023-04-11,T07,Amarillo,South,11,270,60,10.0,11,94.4,0,4,16.9
2023-04-11,T08,Havre,North,7,148,61,15.2,13,88.8,0,4,12.7
2023-04-12,T01,Barstow,West,10,238,105,11.7,16,88.2,0,4,20.2
2023-04-12,T02,Alliance,Midwest,18,425,178,16.2,19,85.8,0,4,17.3
2023-04-12,T03,Galesburg,Midwest,12,215,75,10.0,16,77.8,0,4,25.2
2023-04-12,T04,Memphis,South,8,177,843,88.7,18,87.5,0,4,24.3
2023-04-12,T05,Kansas City,Midwest,17,350,1176,98.0,23,85.6,0,4,28.1
2023-04-12,T06,Stockton,West,10,235,131,23.8,11,83.1,0,4,11.0
2023-04-12,T07,Amarillo,South,7,153,60,10.0,9,82.5,0,4,17.5
2023-04-12,T08,Havre,North,3,64,40,10.0,8,84.9,0,4,11.9
2023-04-13,T01,Barstow,West,11,241,90,10.0,18,87.6,0,4,16.5
2023-04-13,T02,Alliance,Midwest,12,343,110,10.0,23,88.5,0,4,19.0
2023-04-13,T03,Galesburg,Midwest,10,261,75,10.0,14,85.4,0,4,22.2
2023-04-13,T04,Memphis,South,10,218,922,97.1,17,87.7,0,4,19.3
2023-04-13,T05,Kansas City,Midwest,18,457,1176,98.0,23,88.0,0,4,20.7
2023-04-13,T06,Stockton,West,6,131,55,10.0,13,98.7,0,4,11.7
2023-04-13,T07,Amarillo,South,9,219,89,14.8,14,83.8,0,4,21.0
2023-04-13,T08,Havre,North,2,37,40,10.0,8,95.0,0,4,11.6
2023-04-14,T01,Barstow,West,9,211,90,10.0,19,85.4,0,4,25.6
2023-04-14,T02,Alliance,Midwest,23,421,117,10.6,23,89.6,0,4,19.5
2023-04-14,T03,Galesburg,Midwest,10,225,75,10.0,14,81.5,0,4,16.0
2023-04-14,T04,Memphis,South,9,177,922,97.1,24,87.9,0,4,23.3
2023-04-14,T05,Kansas City,Midwest,13,277,1072,89.3,23,88.2,0,4,18.5
2023-04-14,T06,Stockton,West,6,111,55,10.0,15,93.2,0,4,20.5
2023-04-14,T07,Amarillo,South,15,329,169,28.2,11,89.6,0,4,14.9
2023-04-14,T08,Havre,North,3,80,43,10.8,10,88.4,0,4,13.1
2023-04-15,T01,Barstow,West,15,339,157,17.4,8,89.1,1,4,20.2
2023-04-15,T02,Alliance,Midwest,20,359,110,10.0,15,94.1,1,4,18.1
2023-04-15,T03,Galesburg,Midwest,6,142,75,10.0,18,86.5,1,4,18.5
2023-04-15,T04,Memphis,South,7,161,931,98.0,14,95.2,1,4,23.5
2023-04-15,T05,Kansas City,Midwest,5,76,915,76.2,15,90.0,1,4,24.6
2023-04-15,T06,Stockton,West,11,324,233,42.4,11,91.6,1,4,14.3
2023-04-15,T07,Amarillo,South,4,77,60,10.0,12,96.6,1,4,20.5
2023-04-15,T08,Havre,North,3,68,40,10.0,11,93.2,1,4,15.0
2023-04-16,T01,Barstow,West,16,275,90,10.0,16,86.8,1,4,21.2
2023-04-16,T02,Alliance,Midwest,11,225,110,10.0,18,88.1,1,4,20.9
2023-04-16,T03,Galesburg,Midwest,7,154,75,10.0,15,84.0,1,4,19.8
2023-04-16,T04,Memphis,South,13,280,931,98.0,17,95.9,1,4,24.2
2023-04-16,T05,Kansas City,Midwest,13,277,1154,96.2,11,81.5,1,4,21.8
2023-04-16,T06,Stockton,West,7,150,55,10.0,10,93.6,1,4,15.8
2023-04-16,T07,Amarillo,South,8,202,146,24.3,9,87.9,1,4,16.4
2023-04-16,T08,Havre,North,3,60,40,10.0,7,96.4,1,4,9.8
2023-04-17,T01,Barstow,West,10,267,90,10.0,14,92.6,0,4,21.6
2023-04-17,T02,Alliance,Midwest,13,329,128,11.6,19,86.3,0,4,24.5
2023-04-17,T03,Galesburg,Midwest,6,168,75,10.0,12,85.4,0,4,14.9
2023-04-17,T04,Memphis,South,8,215,916,96.4,14,89.8,0,4,23.4
2023-04-17,T05,Kansas City,Midwest,16,336,1176,98.0,20,84.8,0,4,19.7
2023-04-17,T06,Stockton,West,6,137,55,10.0,11,87.6,0,4,19.4
2023-04-17,T07,Amarillo,South,9,178,89,14.8,10,87.2,0,4,17.2
2023-04-17,T08,Havre,North,3,58,40,10.0,9,88.9,0,4,19.3
2023-04-18,T01,Barstow,West,11,254,90,10.0,17,87.6,0,4,25.3
2023-04-18,T02,Alliance,Midwest,10,180,110,10.0,20,87.2,0,4,14.9
2023-04-18,T03,Galesburg,Midwest,5,122,75,10.0,16,85.3,0,4,15.7
2023-04-18,T04,Memphis,South,16,285,931,98.0,20,86.5,0,4,20.5
2023-04-18,T05,Kansas City,Midwest,19,444,1176,98.0,29,86.0,0,4,18.1
2023-04-18,T06,Stockton,West,10,278,154,28.0,10,85.6,0,4,18.9
2023-04-18,T07,Amarillo,South,5,130,60,10.0,6,89.2,0,4,16.9
2023-04-18,T08,Havre,North,9,185,156,39.0,7,79.0,0,4,16.3
2023-04-19,T01,Barstow,West,15,328,92,10.2,12,83.6,0,4,17.6
2023-04-19,T02,Alliance,Midwest,10,246,110,10.0,22,94.6,0,4,15.9
2023-04-19,T03,Galesburg,Midwest,6,136,75,10.0,12,93.3,0,4,20.7
2023-04-19,T04,Memphis,South,16,323,931,98.0,27,82.5,0,4,22.4
2023-04-19,T05,Kansas City,Midwest,12,302,1096,91.3,26,93.1,0,4,23.7
2023-04-19,T06,Stockton,West,8,201,55,10.0,7,87.7,0,4,17.7
2023-04-19,T07,Amarillo,South,8,192,74,12.3,14,88.4,0,4,16.4
2023-04-19,T08,Havre,North,7,176,137,34.2,7,83.8,0,4,15.8
2023-04-20,T01,Barstow,West,8,173,90,10.0,15,82.4,0,4,17.4
2023-04-20,T02,Alliance,Midwest,10,244,110,10.0,26,91.5,0,4,16.4
2023-04-20,T03,Galesburg,Midwest,10,226,131,17.5,12,88.2,0,4,23.2
2023-04-20,T04,Memphis,South,11,220,872,91.8,19,83.2,0,4,21.0
2023-04-20,T05,Kansas City,Midwest,19,442,1176,98.0,26,79.5,0,4,22.4
2023-04-20,T06,Stockton,West,10,241,60,10.9,8,85.5,0,4,20.0
2023-04-20,T07,Amarillo,South,8,165,60,10.0,10,96.9,0,4,15.2
2023-04-20,T08,Havre,North,5,131,79,19.8,8,79.9,0,4,20.4
2023-04-21,T01,Barstow,West,9,220,90,10.0,21,88.0,0,4,18.3
2023-04-21,T02,Alliance,Midwest,14,405,195,17.7,32,79.6,0,4,14.0
2023-04-21,T03,Galesburg,Midwest,10,232,88,11.7,12,92.6,0,4,21.6
2023-04-21,T04,Memphis,South,14,334,931,98.0,24,93.5,0,4,27.4
2023-04-21,T05,Kansas City,Midwest,16,459,1176,98.0,24,82.8,0,4,15.4
2023-04-21,T06,Stockton,West,13,334,133,24.2,12,88.9,0,4,20.2
2023-04-21,T07,Amarillo,South,6,144,60,10.0,15,90.6,0,4,18.7
2023-04-21,T08,Havre,North,10,198,124,31.0,7,82.8,0,4,12.8
2023-04-22,T01,Barstow,West,6,124,90,10.0,15,84.6,1,4,16.6
2023-04-22,T02,Alliance,Midwest,5,130,110,10.0,20,82.0,1,4,25.2
2023-04-22,T03,Galesburg,Midwest,9,277,75,10.0,10,88.0,1,4,21.3
2023-04-22,T04,Memphis,South,11,293,931,98.0,16,82.2,1,4,22.9
2023-04-22,T05,Kansas City,Midwest,14,295,1060,88.3,25,80.8,1,4,20.9
2023-04-22,T06,Stockton,West,9,217,55,10.0,8,84.1,1,4,23.3
2023-04-22,T07,Amarillo,South,8,167,60,10.0,9,87.0,1,4,14.1
2023-04-22,T08,Havre,North,3,61,40,10.0,9,95.1,1,4,18.9
2023-04-23,T01,Barstow,West,5,83,90,10.0,17,84.7,1,4,28.8
2023-04-23,T02,Alliance,Midwest,21,503,403,36.6,20,83.0,1,4,18.0
2023-04-23,T03,Galesburg,Midwest,8,157,75,10.0,9,92.9,1,4,26.9
2023-04-23,T04,Memphis,South,7,172,867,91.3,17,87.5,1,4,26.2
2023-04-23,T05,Kansas City,Midwest,14,234,1058,88.2,18,90.2,1,4,21.1
2023-04-23,T06,Stockton,West,11,266,62,11.3,8,82.3,1,4,12.2
2023-04-23,T07,Amarillo,South,8,159,60,10.0,10,90.2,1,4,16.2
2023-04-23,T08,Havre,North,10,167,101,25.2,5,84.2,1,4,16.1
2023-04-24,T01,Barstow,West,17,417,345,38.3,11,88.6,0,4,16.7
2023-04-24,T02,Alliance,Midwest,13,350,215,19.5,25,88.6,0,4,15.0
2023-04-24,T03,Galesburg,Midwest,14,376,256,34.1,11,85.5,0,4,20.5
2023-04-24,T04,Memphis,South,19,376,931,98.0,20,87.9,0,4,19.7
2023-04-24,T05,Kansas City,Midwest,12,282,1167,97.2,14,93.3,0,4,16.3
2023-04-24,T06,Stockton,West,6,145,55,10.0,13,83.4,0,4,14.6
2023-04-24,T07,Amarillo,South,7,160,60,10.0,12,92.3,0,4,18.0
2023-04-24,T08,Havre,North,6,101,40,10.0,7,84.2,0,4,16.4
2023-04-25,T01,Barstow,West,7,174,90,10.0,21,82.0,0,4,20.9
2023-04-25,T02,Alliance,Midwest,9,220,110,10.0,22,88.8,0,4,17.2
2023-04-25,T03,Galesburg,Midwest,12,304,165,22.0,16,93.9,0,4,20.9
2023-04-25,T04,Memphis,South,9,196,798,84.0,20,78.6,0,4,25.4
2023-04-25,T05,Kansas City,Midwest,6,126,1077,89.8,24,91.3,0,4,20.7
2023-04-25,T06,Stockton,West,7,154,55,10.0,13,87.1,0,4,22.5
2023-04-25,T07,Amarillo,South,9,221,83,13.8,12,83.9,0,4,15.6
2023-04-25,T08,Havre,North,10,221,132,33.0,10,92.1,0,4,16.2
2023-04-26,T01,Barstow,West,13,296,161,17.9,20,93.5,0,4,20.3
2023-04-26,T02,Alliance,Midwest,9,193,110,10.0,16,91.2,0,4,22.1
2023-04-26,T03,Galesburg,Midwest,9,254,75,10.0,13,90.0,0,4,23.1
2023-04-26,T04,Memphis,South,15,310,931,98.0,16,82.9,0,4,19.8
2023-04-26,T05,Kansas City,Midwest,14,272,1176,98.0,23,90.9,0,4,18.8
2023-04-26,T06,Stockton,West,13,334,174,31.6,6,83.5,0,4,18.1
2023-04-26,T07,Amarillo,South,6,138,60,10.0,12,89.9,0,4,14.2
2023-04-26,T08,Havre,North,10,207,88,22.0,11,85.4,0,4,18.5
2023-04-27,T01,Barstow,West,12,239,90,10.0,18,89.1,0,4,21.7
2023-04-27,T02,Alliance,Midwest,20,388,222,20.2,16,86.7,0,4,20.9
2023-04-27,T03,Galesburg,Midwest,14,357,138,18.4,18,83.8,0,4,31.0
2023-04-27,T04,Memphis,South,10,246,923,97.2,24,83.2,0,4,23.3
2023-04-27,T05,Kansas City,Midwest,14,305,1176,98.0,26,84.2,0,4,22.1
2023-04-27,T06,Stockton,West,9,221,55,10.0,6,84.8,0,4,13.8
2023-04-27,T07,Amarillo,South,9,180,62,10.3,17,88.4,0,4,14.8
2023-04-27,T08,Havre,North,8,165,40,10.0,17,88.1,0,4,16.3
2023-04-28,T01,Barstow,West,11,260,90,10.0,14,88.0,0,4,16.8
2023-04-28,T02,Alliance,Midwest,13,275,110,10.0,18,94.0,0,4,16.2
2023-04-28,T03,Galesburg,Midwest,14,331,75,10.0,9,89.7,0,4,25.5
2023-04-28,T04,Memphis,South,15,326,931,98.0,23,85.1,0,4,17.0
2023-04-28,T05,Kansas City,Midwest,14,284,1176,98.0,17,90.0,0,4,21.1
2023-04-28,T06,Stockton,West,8,125,55,10.0,13,89.3,0,4,19.0
2023-04-28,T07,Amarillo,South,4,73,60,10.0,10,85.3,0,4,18.5
2023-04-28,T08,Havre,North,5,101,40,10.0,5,84.3,0,4,13.4
2023-04-29,T01,Barstow,West,5,95,90,10.0,13,85.8,1,4,18.6
2023-04-29,T02,Alliance,Midwest,10,227,110,10.0,24,92.0,1,4,19.4
2023-04-29,T03,Galesburg,Midwest,11,294,75,10.0,8,87.7,1,4,27.0
2023-04-29,T04,Memphis,South,8,151,789,83.1,19,90.5,1,4,28.6
2023-04-29,T05,Kansas City,Midwest,9,186,1145,95.4,19,86.3,1,4,20.0
2023-04-29,T06,Stockton,West,7,175,76,13.8,7,83.4,1,4,15.6
2023-04-29,T07,Amarillo,South,6,130,75,12.5,10,87.4,1,4,14.6
2023-04-29,T08,Havre,North,3,68,40,10.0,7,94.3,1,4,11.2
2023-04-30,T01,Barstow,West,10,203,132,14.7,23,91.9,1,4,20.8
2023-04-30,T02,Alliance,Midwest,18,421,221,20.1,20,87.4,1,4,15.9
2023-04-30,T03,Galesburg,Midwest,11,268,75,10.0,7,87.1,1,4,23.0
2023-04-30,T04,Memphis,South,8,199,883,92.9,13,93.1,1,4,22.5
2023-04-30,T05,Kansas City,Midwest,10,272,1176,98.0,13,88.8,1,4,20.3
2023-04-30,T06,Stockton,West,4,80,55,10.0,8,92.6,1,4,16.8
2023-04-30,T07,Amarillo,South,6,114,60,10.0,13,87.4,1,4,14.1
2023-04-30,T08,Havre,North,6,132,82,20.5,12,88.1,1,4,13.2
2023-05-01,T01,Barstow,West,11,232,109,12.1,12,88.5,0,5,23.5
2023-05-01,T02,Alliance,Midwest,18,296,110,10.0,30,92.8,0,5,20.7
2023-05-01,T03,Galesburg,Midwest,18,466,215,28.7,18,86.0,0,5,22.7
2023-05-01,T04,Memphis,South,17,457,931,98.0,26,83.8,0,5,18.7
2023-05-01,T05,Kansas City,Midwest,13,300,1176,98.0,29,90.4,0,5,24.0
2023-05-01,T06,Stockton,West,10,232,162,29.5,13,82.7,0,5,21.4
2023-05-01,T07,Amarillo,South,9,197,86,14.3,16,86.1,0,5,15.9
2023-05-01,T08,Havre,North,2,50,40,10.0,5,93.0,0,5,22.1
2023-05-02,T01,Barstow,West,18,466,261,29.0,18,83.3,0,5,17.2
2023-05-02,T02,Alliance,Midwest,18,400,126,11.5,20,80.7,0,5,12.9
2023-05-02,T03,Galesburg,Midwest,13,363,89,11.9,18,89.8,0,5,24.4
2023-05-02,T04,Memphis,South,13,293,823,86.6,25,86.2,0,5,19.1
2023-05-02,T05,Kansas City,Midwest,16,350,1176,98.0,17,86.7,0,5,19.9
2023-05-02,T06,Stockton,West,11,192,98,17.8,5,83.1,0,5,15.0
2023-05-02,T07,Amarillo,South,10,221,70,11.7,13,95.2,0,5,18.9
2023-05-02,T08,Havre,North,9,265,229,57.2,9,79.0,0,5,16.6
2023-05-03,T01,Barstow,West,18,400,163,18.1,28,87.5,0,5,22.3
2023-05-03,T02,Alliance,Midwest,13,298,110,10.0,29,87.9,0,5,18.8
2023-05-03,T03,Galesburg,Midwest,9,215,75,10.0,11,80.0,0,5,19.9
2023-05-03,T04,Memphis,South,13,305,874,92.0,24,87.5,0,5,21.7
2023-05-03,T05,Kansas City,Midwest,17,467,1176,98.0,30,90.2,0,5,15.2
2023-05-03,T06,Stockton,West,6,125,55,10.0,12,86.3,0,5,12.4
2023-05-03,T07,Amarillo,South,7,171,60,10.0,5,88.5,0,5,18.6
